map_family,map_size,map,boundary_method,terminal_basis,src_state,target_state,condition_cap,condition_cap_float,n_interior,n_terminals,spectral_radius,row_q,actual_tail_row_K32,actual_tail_row_K64,actual_tail_row_K128,certificate_found,certificate_status,weighted_q,weighted_q_target,weighted_q_lt_1,weight_min,weight_max,weight_dynamic_range,weight_start,row_scale,entry_scale,weighted_slack_min_abs,weighted_slack_min_rel,weighted_violation_max_abs,weighted_violation_max_rel,objective_tail_bound,solve_method,rational_verified,rational_status,rational_q,rational_q_num,rational_q_den,rational_min_slack,rational_max_violation,rational_failing_rows,conditioned_row_tail_K32,conditioned_row_tail_K64,conditioned_row_tail_K128
open_room,12,open_room_12,endpoints,residual,0,143,1e+06,1000000.0,141,3,0.3554437786971517,1.0,2.6080306962439348e-05,1.2490009027033011e-15,1.2490009027033011e-15,True,rational_verified_conditioned_certificate,0.5563209639441438,0.556321461818374,True,1.0,885020.3827253474,885020.3827253474,335987.08410306915,0.95,0.95,-1.1641532182693481e-10,-2.3644571303027527e-16,1.1641532182693481e-10,2.3644571303027527e-16,1.0091534600907268e-27,solve,True,rational_verified,0.556321964,139080491,250000000,0.44062930884757334,0.0,0,0.0028360659927809525,2.00969410864781e-11,1.0091534600907268e-27
open_room,12,open_room_12,endpoints,residual,0,143,1e+09,1000000000.0,141,3,0.3554437786971517,1.0,2.6080306962439348e-05,1.2490009027033011e-15,1.2490009027033011e-15,True,rational_verified_conditioned_certificate,0.42944535967617187,0.4294453600543268,True,1.0,743927845.0280732,743927845.0280732,399871951.0697004,0.95,0.95,0.0,0.0,0.0,0.0,2.940818762052731e-39,solve,True,rational_verified,0.42944636,10736159,25000000,0.2813209266666667,0.0,0,0.000512045412730249,9.169839621086053e-16,2.940818762052731e-39
open_room,12,open_room_12,endpoints,residual,0,143,1e+12,1000000000000.0,141,3,0.3554437786971517,1.0,2.6080306962439348e-05,1.2490009027033011e-15,1.2490009027033011e-15,True,rational_verified_conditioned_certificate,0.36025969051468293,0.36025969051480855,True,1.0,953917716480.87,953917716480.87,668432424582.5311,0.95,0.95,0.0,0.0,0.0,0.0,6.312465736932125e-46,solve,True,rational_verified,0.360260691,360260691,1000000000,0.119869741,0.0,0,0.0023178992798259706,1.502436243663249e-17,6.312465736932125e-46
open_room,12,open_room_12,endpoints,residual,0,143,inf,inf,141,3,0.3554437786971517,1.0,2.6080306962439348e-05,1.2490009027033011e-15,1.2490009027033011e-15,True,rational_verified_conditioned_certificate,0.35694467059153684,0.35694467059156487,True,1.0,2374218776489.539,2374218776489.539,1688440140755.09,0.95,0.95,0.0001220703125,1.4404175993400143e-16,0.0,0.0,4.81368089279684e-46,solve,True,rational_verified,0.356945671,356945671,1000000000,0.06651355433333334,0.0,0,0.004293294693514897,2.0702346126240172e-17,4.81368089279684e-46
maze,13,maze_13,endpoints,boundary,70,0,100,100.0,70,1,0.4644882339024664,1.0,0.001141422144890658,0.0,0.0,True,rational_verified_conditioned_certificate,0.9702052637245038,0.9796844460380468,True,1.0,96.27906168634495,96.27906168634495,31.33710703071809,0.95,0.95,0.0,0.0,0.0,0.0,20.18602374376405,solve,True,rational_verified,0.970206264,121275783,125000000,9.6594444368e-05,0.0,0,368.2498979993014,139.88742741438833,20.18602374376405
maze,13,maze_13,endpoints,boundary,70,0,10000,10000.0,70,1,0.4644882339024664,1.0,0.001141422144890658,0.0,0.0,True,rational_verified_conditioned_certificate,0.878024417635849,0.8781066762282804,True,1.0,9833.970782431485,9833.970782431485,187.27029467009888,0.95,0.95,1.8189894035458565e-12,2.1066610311301983e-16,0.0,0.0,7.520906425617474e-05,solve,True,rational_verified,0.878025418,439012709,500000000,0.009837515336876,0.0,0,19.93596170376937,0.31034745542034853,7.520906425617474e-05
maze,13,maze_13,endpoints,boundary,70,0,1e+06,1000000.0,70,1,0.4644882339024664,1.0,0.001141422144890658,0.0,0.0,True,rational_verified_conditioned_certificate,0.803615467776303,0.8036163117011184,True,1.0,867946.0228340282,867946.0228340282,1125.4997315995936,0.95,0.95,0.0,0.0,0.0,0.0,3.07037053350342e-09,solve,True,rational_verified,0.803616468,200904117,250000000,0.7324811697194094,0.0,0,4.004563685345084,0.0036652229700533997,3.07037053350342e-09
maze,13,maze_13,endpoints,boundary,70,0,1e+09,1000000000.0,70,1,0.4644882339024664,1.0,0.001141422144890658,0.0,0.0,True,rational_verified_conditioned_certificate,0.7088103923628741,0.7088103932120031,True,1.0,747230268.5585568,747230268.5585568,19306.184345439593,0.95,0.95,0.0,0.0,0.0,0.0,3.2932449984395465e-15,solve,True,rational_verified,0.708811393,708811393,1000000000,0.6344958763333334,0.0,0,0.735760899870674,1.2125485875576064e-05,3.2932449984395465e-15
maze,13,maze_13,endpoints,boundary,70,0,1e+12,1000000000000.0,70,1,0.4644882339024664,1.0,0.001141422144890658,0.0,0.0,True,rational_verified_conditioned_certificate,0.6275481773634374,0.6275481773641901,True,1.0,730154376774.6232,730154376774.6232,380601.7136204217,0.95,0.95,6.103515625e-05,1.3320431554091577e-16,0.0,0.0,7.648858044021388e-21,solve,True,rational_verified,0.627549178,313774589,500000000,0.5495875946666666,0.0,0,0.20392836401293424,6.826277782255592e-08,7.648858044021388e-21
maze,13,maze_13,endpoints,boundary,70,0,inf,inf,70,1,0.4644882339024664,1.0,0.001141422144890658,0.0,0.0,True,rational_verified_conditioned_certificate,0.4644882392575841,0.4644882392575841,True,1.0,8.845956814728379e+19,8.845956814728379e+19,1473289267.7905607,0.95,0.95,-64.0,-1.240673896796932e-16,64.0,1.240673896796932e-16,2.86405784130192e-34,solve,True,rational_verified,0.46448924,11612231,25000000,0.37395550666666666,0.0,0,0.026755215346874986,5.896571405859865e-13,2.86405784130192e-34
