map,slip,gamma,candidate_kind,candidate_top_fraction,residual_kind,residual_top_fraction,soft_kind,soft_top_fraction,local_horizon,hidden_threshold,soft_threshold,residual_threshold,residual_threshold_mode,residual_reward_weight,residual_hit_weight,value_scale_task,soft_cost_weight,n_states,n_boundary,n_candidate_boundary,n_pair_options,n_edges_valid,invalid_hidden_count,hidden_mass_total,hidden_mass_max,soft_cost_all_total,soft_cost_valid_total,soft_cost_max,soft_over_threshold_count,model_residual_valid_total,model_residual_max,residual_threshold_metric_valid_total,residual_threshold_metric_max,residual_backup_value_norm_valid_total,residual_backup_value_norm_max,beta_global,l_gamma_row_max,residual_hidden_mass_max,residual_over_threshold_count,feasible,start_value_smdp,start_value_primitive,start_gap,value_gap_max,start_best_option,policy_tv_total,policy_regions_total,policy_tv_mean,policy_regions_mean,target_policy_tv_total,target_policy_regions_total,target_policy_tv_mean,target_policy_regions_mean,hard_split_candidate_state,hard_split_candidate_coord,hard_split_candidate_score,residual_split_candidate_state,residual_split_candidate_coord,residual_split_candidate_score,soft_split_candidate_state,soft_split_candidate_coord,soft_split_candidate_score,description_length_proxy,recipe,lens,bres_size,constructor_stop,constructor_n_boundary,constructor_model_residual_max,constructor_residual_backup_value_norm_max
corridor,0.0,0.97,articulation_only,0.15,junction,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,8.75252910350239,0.0,11,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,3.108624468950438e-16,1.9984014443252818e-16,3.108624468950438e-16,1.9984014443252818e-16,1.618572751340554e-15,1.195752858752444e-15,0.7374241268949282,8.752529103502386,0.0,0,True,-8.75252910350239,-8.75252910350239,0.0,0.0,fb_000_to_001,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,,,0.0,,,0.0,,,0.0,7.8999999999999995,value_norm4,junction,2,hybrid_threshold,2,1.9984014443252818e-16,1.195752858752444e-15
corridor,0.0,0.97,articulation_only,0.15,decision,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,8.75252910350239,0.0,11,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,3.108624468950438e-16,1.9984014443252818e-16,3.108624468950438e-16,1.9984014443252818e-16,1.618572751340554e-15,1.195752858752444e-15,0.7374241268949282,8.752529103502386,0.0,0,True,-8.75252910350239,-8.75252910350239,0.0,0.0,fb_000_to_001,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,,,0.0,,,0.0,,,0.0,7.8999999999999995,value_norm4,decision,2,hybrid_threshold,2,1.9984014443252818e-16,1.195752858752444e-15
corridor,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,8.75252910350239,0.0,11,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,3.108624468950438e-16,1.9984014443252818e-16,3.108624468950438e-16,1.9984014443252818e-16,1.618572751340554e-15,1.195752858752444e-15,0.7374241268949282,8.752529103502386,0.0,0,True,-8.75252910350239,-8.75252910350239,0.0,0.0,fb_000_to_001,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,,,0.0,,,0.0,,,0.0,7.8999999999999995,value_norm4,turn_articulation,2,hybrid_threshold,2,1.9984014443252818e-16,1.195752858752444e-15
corridor,0.0,0.97,articulation_only,0.15,bottleneck,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,8.75252910350239,0.0,11,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,3.108624468950438e-16,1.9984014443252818e-16,3.108624468950438e-16,1.9984014443252818e-16,1.618572751340554e-15,1.195752858752444e-15,0.7374241268949282,8.752529103502386,0.0,0,True,-8.75252910350239,-8.75252910350239,0.0,0.0,fb_000_to_001,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,,,0.0,,,0.0,,,0.0,7.8999999999999995,value_norm4,bottleneck,2,hybrid_threshold,2,1.9984014443252818e-16,1.195752858752444e-15
corridor,0.0,0.97,articulation_only,0.15,combined,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,8.75252910350239,0.0,11,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,1.900486261897704,1.1250505820700476,1.900486261897704,1.1250505820700476,9.320940184513152,6.181723465518573,0.7374241268949282,8.752529103502386,1.0,0,True,-8.75252910350239,-8.75252910350239,0.0,0.0,fb_000_to_001,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,,,0.0,,,0.0,,,0.0,9.800486261897703,value_norm4,combined,3,hybrid_threshold,2,1.9984014443252818e-16,1.195752858752444e-15
corridor,0.05,0.97,articulation_only,0.15,junction,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,9.255363868876513,0.0,11,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,0.2803423679048015,0.14017118395240077,0.2803423679048015,0.14017118395240077,1.3441151091777876,0.6720575545888939,0.7401505935765067,8.661646880783103,0.0,0,True,-9.255363868888725,-9.255363868876513,1.2212453270876722e-11,1.2212453270876722e-11,fb_000_to_001,3.933333333333333,4.0,1.9666666666666666,2.0,3.933333333333333,4.0,1.9666666666666666,2.0,,,0.0,,,0.0,,,0.0,8.167009034571468,value_norm4,junction,2,hybrid_threshold,2,0.14017118395240077,0.6720575545888939
corridor,0.05,0.97,articulation_only,0.15,decision,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,9.255363868876513,0.0,11,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,0.2803423679048015,0.14017118395240077,0.2803423679048015,0.14017118395240077,1.3441151091777876,0.6720575545888939,0.7401505935765067,8.661646880783103,0.0,0,True,-9.255363868888725,-9.255363868876513,1.2212453270876722e-11,1.2212453270876722e-11,fb_000_to_001,3.933333333333333,4.0,1.9666666666666666,2.0,3.933333333333333,4.0,1.9666666666666666,2.0,,,0.0,,,0.0,,,0.0,8.167009034571468,value_norm4,decision,2,hybrid_threshold,2,0.14017118395240077,0.6720575545888939
corridor,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,9.255363868876513,0.0,11,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,0.2803423679048015,0.14017118395240077,0.2803423679048015,0.14017118395240077,1.3441151091777876,0.6720575545888939,0.7401505935765067,8.661646880783103,0.0,0,True,-9.255363868888725,-9.255363868876513,1.2212453270876722e-11,1.2212453270876722e-11,fb_000_to_001,3.933333333333333,4.0,1.9666666666666666,2.0,3.933333333333333,4.0,1.9666666666666666,2.0,,,0.0,,,0.0,,,0.0,8.167009034571468,value_norm4,turn_articulation,2,hybrid_threshold,2,0.14017118395240077,0.6720575545888939
corridor,0.05,0.97,articulation_only,0.15,bottleneck,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,9.255363868876513,0.0,11,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,0.2803423679048015,0.14017118395240077,0.2803423679048015,0.14017118395240077,1.3441151091777876,0.6720575545888939,0.7401505935765067,8.661646880783103,0.0,0,True,-9.255363868888725,-9.255363868876513,1.2212453270876722e-11,1.2212453270876722e-11,fb_000_to_001,3.933333333333333,4.0,1.9666666666666666,2.0,3.933333333333333,4.0,1.9666666666666666,2.0,,,0.0,,,0.0,,,0.0,8.167009034571468,value_norm4,bottleneck,2,hybrid_threshold,2,0.14017118395240077,0.6720575545888939
corridor,0.05,0.97,articulation_only,0.15,combined,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,9.255363868876513,0.0,11,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,1.8710197938530144,1.1206843301537597,1.8710197938530144,1.1206843301537597,8.945983797173941,6.012903508138936,0.7401505935765067,8.661646880783103,0.9999999999999999,0,True,-9.255363868888725,-9.255363868876513,1.2212453270876722e-11,1.2212453270876722e-11,fb_000_to_001,3.933333333333333,4.0,1.9666666666666666,2.0,3.933333333333333,4.0,1.9666666666666666,2.0,,,0.0,,,0.0,,,0.0,9.75768646051968,value_norm4,combined,3,hybrid_threshold,2,0.14017118395240077,0.6720575545888939
open_room,0.0,0.97,articulation_only,0.15,junction,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,8.75252910350239,0.0,35,4,4,12,12,0,0.0,0.0,0.0,0.0,0.0,0,12.457179666856,1.061351996714,12.457179666856,1.061351996714,116.68751753548428,10.530234612798816,0.8852928099999999,5.567599835699998,1.0,0,True,-8.75252910350239,-8.75252910350239,0.0,8.881784197001252e-16,fb_000_to_001,180.0,30.0,15.0,2.5,60.0,10.0,15.0,2.5,,,0.0,,,0.0,,,0.0,49.057179666856,value_norm4,junction,35,hybrid_threshold,4,2.2204460492503132e-17,4.4232961430380427e-16
open_room,0.0,0.97,articulation_only,0.15,decision,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,8.75252910350239,0.0,35,4,4,12,12,0,0.0,0.0,0.0,0.0,0.0,0,12.457179666856,1.061351996714,12.457179666856,1.061351996714,116.68751753548428,10.530234612798816,0.8852928099999999,5.567599835699998,1.0,0,True,-8.75252910350239,-8.75252910350239,0.0,8.881784197001252e-16,fb_000_to_001,180.0,30.0,15.0,2.5,60.0,10.0,15.0,2.5,,,0.0,,,0.0,,,0.0,49.057179666856,value_norm4,decision,35,hybrid_threshold,4,2.2204460492503132e-17,4.4232961430380427e-16
open_room,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,8.75252910350239,0.0,35,4,4,12,12,0,0.0,0.0,0.0,0.0,0.0,0,8.881784197001253e-17,2.2204460492503132e-17,8.881784197001253e-17,2.2204460492503132e-17,1.769318457215217e-15,4.4232961430380427e-16,0.8852928099999999,5.567599835699998,0.0,0,True,-8.75252910350239,-8.75252910350239,0.0,8.881784197001252e-16,fb_000_to_001,180.0,30.0,15.0,2.5,60.0,10.0,15.0,2.5,,,0.0,,,0.0,,,0.0,36.6,value_norm4,turn_articulation,4,hybrid_threshold,4,2.2204460492503132e-17,4.4232961430380427e-16
open_room,0.0,0.97,articulation_only,0.15,bottleneck,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,8.75252910350239,0.0,35,4,4,12,12,0,0.0,0.0,0.0,0.0,0.0,0,4.004362986856,1.012851996714,4.004362986856,1.012851996714,29.147985074914832,7.447897973529188,0.8852928099999999,5.567599835699998,1.0,0,True,-8.75252910350239,-8.75252910350239,0.0,8.881784197001252e-16,fb_000_to_001,180.0,30.0,15.0,2.5,60.0,10.0,15.0,2.5,,,0.0,,,0.0,,,0.0,40.604362986856,value_norm4,bottleneck,9,hybrid_threshold,4,2.2204460492503132e-17,4.4232961430380427e-16
open_room,0.0,0.97,articulation_only,0.15,combined,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,8.75252910350239,0.0,35,4,4,12,12,0,0.0,0.0,0.0,0.0,0.0,0,5.896321183428,1.061351996714,5.896321183428,1.061351996714,52.60568410267929,10.530234612798816,0.8852928099999999,5.567599835699998,1.0,0,True,-8.75252910350239,-8.75252910350239,0.0,8.881784197001252e-16,fb_000_to_001,180.0,30.0,15.0,2.5,60.0,10.0,15.0,2.5,,,0.0,,,0.0,,,0.0,42.496321183428,value_norm4,combined,8,hybrid_threshold,4,2.2204460492503132e-17,4.4232961430380427e-16
open_room,0.05,0.97,articulation_only,0.15,junction,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,9.19001272578314,0.0,35,4,4,12,12,0,0.0,0.0,0.0,0.0,0.0,0,12.472660128220719,1.060585056645306,12.472660128220719,1.060585056645306,111.47792345826657,10.17054643547222,0.882341127834823,5.612787107153352,1.0,0,True,-9.268811904277356,-9.19001272578314,0.0787991784942168,0.0787991784942168,fb_000_to_003,170.39999999999998,30.0,14.199999999999998,2.5,56.8,10.0,14.2,2.5,,,0.0,,,0.0,,,0.0,48.43266012822072,value_norm4,junction,35,hybrid_threshold,4,0.13485163042702478,0.9483608278364013
open_room,0.05,0.97,articulation_only,0.15,decision,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,9.19001272578314,0.0,35,4,4,12,12,0,0.0,0.0,0.0,0.0,0.0,0,12.472660128220719,1.060585056645306,12.472660128220719,1.060585056645306,111.47792345826657,10.17054643547222,0.882341127834823,5.612787107153352,1.0,0,True,-9.268811904277356,-9.19001272578314,0.0787991784942168,0.0787991784942168,fb_000_to_003,170.39999999999998,30.0,14.199999999999998,2.5,56.8,10.0,14.2,2.5,,,0.0,,,0.0,,,0.0,48.43266012822072,value_norm4,decision,35,hybrid_threshold,4,0.13485163042702478,0.9483608278364013
open_room,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,9.19001272578314,0.0,35,4,4,12,12,0,0.0,0.0,0.0,0.0,0.0,0,1.3398466563007467,0.13485163042702478,1.3398466563007467,0.13485163042702478,11.16308906236813,0.9483608278364013,0.882341127834823,5.612787107153352,0.0,0,True,-9.268811904277356,-9.19001272578314,0.0787991784942168,0.0787991784942168,fb_000_to_003,170.39999999999998,30.0,14.199999999999998,2.5,56.8,10.0,14.2,2.5,,,0.0,,,0.0,,,0.0,37.299846656300744,value_norm4,turn_articulation,4,hybrid_threshold,4,0.13485163042702478,0.9483608278364013
open_room,0.05,0.97,articulation_only,0.15,bottleneck,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,9.19001272578314,0.0,35,4,4,12,12,0,0.0,0.0,0.0,0.0,0.0,0,4.8944273730636425,1.0062796015236954,4.8944273730636425,1.0062796015236954,36.14841509209376,7.196257022416472,0.882341127834823,5.612787107153352,0.9999999023040534,0,True,-9.268811904277356,-9.19001272578314,0.0787991784942168,0.0787991784942168,fb_000_to_003,170.39999999999998,30.0,14.199999999999998,2.5,56.8,10.0,14.2,2.5,,,0.0,,,0.0,,,0.0,40.85442737306364,value_norm4,bottleneck,9,hybrid_threshold,4,0.13485163042702478,0.9483608278364013
open_room,0.05,0.97,articulation_only,0.15,combined,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,9.19001272578314,0.0,35,4,4,12,12,0,0.0,0.0,0.0,0.0,0.0,0,3.1441637765546497,1.0588430565299165,3.1441637765546497,1.0588430565299165,24.108380802942037,7.875613896345776,0.882341127834823,5.612787107153352,0.9999999114481682,0,True,-9.268811904277356,-9.19001272578314,0.0787991784942168,0.0787991784942168,fb_000_to_003,170.39999999999998,30.0,14.199999999999998,2.5,56.8,10.0,14.2,2.5,,,0.0,,,0.0,,,0.0,39.10416377655465,value_norm4,combined,8,hybrid_threshold,4,0.13485163042702478,0.9483608278364013
four_rooms,0.0,0.97,articulation_only,0.15,junction,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,11.57212408464641,0.0,51,6,6,30,30,0,0.0,0.0,0.0,0.0,0.0,0,24.469501813711997,1.061351996714,24.469501813711997,1.061351996714,306.24646684052533,17.338783794832366,0.9409,5.567599835699998,1.0,0,True,-11.572124084646411,-11.57212408464641,1.7763568394002505e-15,1.7763568394002505e-15,fb_000_to_001,1080.0,170.0,36.0,5.666666666666667,216.0,34.0,36.0,5.666666666666667,,,0.0,,,0.0,,,0.0,127.169501813712,value_norm4,junction,46,hybrid_threshold,6,2.2204460492503132e-17,3.345542092546036e-16
four_rooms,0.0,0.97,articulation_only,0.15,decision,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,11.57212408464641,0.0,51,6,6,30,30,0,0.0,0.0,0.0,0.0,0.0,0,24.469501813711997,1.061351996714,24.469501813711997,1.061351996714,306.24646684052533,17.338783794832366,0.9409,5.567599835699998,1.0,0,True,-11.572124084646411,-11.57212408464641,1.7763568394002505e-15,1.7763568394002505e-15,fb_000_to_001,1080.0,170.0,36.0,5.666666666666667,216.0,34.0,36.0,5.666666666666667,,,0.0,,,0.0,,,0.0,127.169501813712,value_norm4,decision,50,hybrid_threshold,6,2.2204460492503132e-17,3.345542092546036e-16
four_rooms,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,11.57212408464641,0.0,51,6,6,30,30,0,0.0,0.0,0.0,0.0,0.0,0,4.4408920985006264e-17,2.2204460492503132e-17,4.4408920985006264e-17,2.2204460492503132e-17,6.691084185092072e-16,3.345542092546036e-16,0.9409,5.567599835699998,0.0,0,True,-11.572124084646411,-11.57212408464641,1.7763568394002505e-15,1.7763568394002505e-15,fb_000_to_001,1080.0,170.0,36.0,5.666666666666667,216.0,34.0,36.0,5.666666666666667,,,0.0,,,0.0,,,0.0,102.7,value_norm4,turn_articulation,10,hybrid_threshold,6,2.2204460492503132e-17,3.345542092546036e-16
four_rooms,0.0,0.97,articulation_only,0.15,bottleneck,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,11.57212408464641,0.0,51,6,6,30,30,0,0.0,0.0,0.0,0.0,0.0,0,11.8728,0.9894,11.8728,0.9894,208.06540553798834,17.338783794832366,0.9409,5.567599835699998,1.0,0,True,-11.572124084646411,-11.57212408464641,1.7763568394002505e-15,1.7763568394002505e-15,fb_000_to_001,1080.0,170.0,36.0,5.666666666666667,216.0,34.0,36.0,5.666666666666667,,,0.0,,,0.0,,,0.0,114.5728,value_norm4,bottleneck,12,hybrid_threshold,6,2.2204460492503132e-17,3.345542092546036e-16
four_rooms,0.0,0.97,articulation_only,0.15,combined,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,11.57212408464641,0.0,51,6,6,30,30,0,0.0,0.0,0.0,0.0,0.0,0,6.2498509068559995,1.061351996714,6.2498509068559995,1.061351996714,48.35978201838337,9.84498552993159,0.9409,5.567599835699998,1.0,0,True,-11.572124084646411,-11.57212408464641,1.7763568394002505e-15,1.7763568394002505e-15,fb_000_to_001,1080.0,170.0,36.0,5.666666666666667,216.0,34.0,36.0,5.666666666666667,,,0.0,,,0.0,,,0.0,108.949850906856,value_norm4,combined,11,hybrid_threshold,6,2.2204460492503132e-17,3.345542092546036e-16
four_rooms,0.05,0.97,articulation_only,0.15,junction,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,12.185911752175528,0.0,51,6,6,30,30,0,0.0,0.0,0.0,0.0,0.0,0,24.93061162576183,1.062145955788808,24.93061162576183,1.062145955788808,303.4249442333058,16.84628303984698,0.9398588652460462,5.690832064328446,1.0,0,True,-12.301146070270821,-12.185911752175528,0.11523431809529328,0.11523431809529328,fb_000_to_002,1015.9999999999998,170.0,33.86666666666666,5.666666666666667,203.20000000000002,34.0,33.86666666666667,5.666666666666667,,,0.0,,,0.0,,,0.0,125.07061162576184,value_norm4,junction,46,hybrid_threshold,6,0.1324683922719196,2.1728065087136117
four_rooms,0.05,0.97,articulation_only,0.15,decision,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,12.185911752175528,0.0,51,6,6,30,30,0,0.0,0.0,0.0,0.0,0.0,0,24.93061162576183,1.062145955788808,24.93061162576183,1.062145955788808,303.4249442333058,16.84628303984698,0.9398588652460462,5.690832064328446,1.0,0,True,-12.301146070270821,-12.185911752175528,0.11523431809529328,0.11523431809529328,fb_000_to_002,1015.9999999999998,170.0,33.86666666666666,5.666666666666667,203.20000000000002,34.0,33.86666666666667,5.666666666666667,,,0.0,,,0.0,,,0.0,125.07061162576184,value_norm4,decision,50,hybrid_threshold,6,0.1324683922719196,2.1728065087136117
four_rooms,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,12.185911752175528,0.0,51,6,6,30,30,0,0.0,0.0,0.0,0.0,0.0,0,3.25615889515069,0.1324683922719196,3.25615889515069,0.1324683922719196,42.62650606280068,2.1728065087136117,0.9398588652460462,5.690832064328446,0.0003136136738921069,0,True,-12.301146070270821,-12.185911752175528,0.11523431809529328,0.11523431809529328,fb_000_to_002,1015.9999999999998,170.0,33.86666666666666,5.666666666666667,203.20000000000002,34.0,33.86666666666667,5.666666666666667,,,0.0,,,0.0,,,0.0,103.3961588951507,value_norm4,turn_articulation,10,hybrid_threshold,6,0.1324683922719196,2.1728065087136117
four_rooms,0.05,0.97,articulation_only,0.15,bottleneck,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,12.185911752175528,0.0,51,6,6,30,30,0,0.0,0.0,0.0,0.0,0.0,0,13.512615298546875,0.9728269507336216,13.512615298546875,0.9728269507336216,215.50128104234417,16.534898718399123,0.9398588652460462,5.690832064328446,0.9833436748199335,0,True,-12.301146070270821,-12.185911752175528,0.11523431809529328,0.11523431809529328,fb_000_to_002,1015.9999999999998,170.0,33.86666666666666,5.666666666666667,203.20000000000002,34.0,33.86666666666667,5.666666666666667,,,0.0,,,0.0,,,0.0,113.65261529854689,value_norm4,bottleneck,12,hybrid_threshold,6,0.1324683922719196,2.1728065087136117
four_rooms,0.05,0.97,articulation_only,0.15,combined,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,12.185911752175528,0.0,51,6,6,30,30,0,0.0,0.0,0.0,0.0,0.0,0,8.801565018285697,1.062145955788808,8.801565018285697,1.062145955788808,83.71447933643883,9.641090989764212,0.9398588652460462,5.690832064328446,1.0,0,True,-12.301146070270821,-12.185911752175528,0.11523431809529328,0.11523431809529328,fb_000_to_002,1015.9999999999998,170.0,33.86666666666666,5.666666666666667,203.20000000000002,34.0,33.86666666666667,5.666666666666667,,,0.0,,,0.0,,,0.0,108.94156501828571,value_norm4,combined,11,hybrid_threshold,6,0.1324683922719196,2.1728065087136117
maze,0.0,0.97,articulation_only,0.15,junction,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,22.199077937496824,0.0,81,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,0.7405669963216714,0.7405669963216713,0.7405669963216714,0.7405669963216713,1.051536958962101,1.051536958962101,0.33402766187509486,22.19907793749682,1.0,0,True,-22.199077937496824,-22.199077937496824,0.0,0.0,fb_000_to_001,134.0,65.0,67.0,32.5,134.0,65.0,67.0,32.5,,,0.0,,,0.0,,,0.0,65.14056699632168,value_norm4,junction,4,hybrid_threshold,2,1.3454815587499362,1.8698753176203895
maze,0.0,0.97,articulation_only,0.15,decision,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,22.199077937496824,0.0,81,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,2.690963117499872,1.3454815587499362,2.690963117499872,1.3454815587499362,3.7397506352407786,1.8698753176203895,0.33402766187509486,22.19907793749682,1.0,2,True,-22.199077937496824,-22.199077937496824,0.0,0.0,fb_000_to_001,134.0,65.0,67.0,32.5,134.0,65.0,67.0,32.5,,,0.0,23,"(3, 1)",1.3454815587499362,,,0.0,67.09096311749988,value_norm4,decision,32,hybrid_threshold,2,1.3454815587499362,1.8698753176203895
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,22.199077937496824,0.0,81,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,2.690963117499872,1.3454815587499362,2.690963117499872,1.3454815587499362,3.7397506352407786,1.8698753176203895,0.33402766187509486,22.19907793749682,1.0,2,True,-22.199077937496824,-22.199077937496824,0.0,0.0,fb_000_to_001,134.0,65.0,67.0,32.5,134.0,65.0,67.0,32.5,,,0.0,23,"(3, 1)",1.3454815587499362,,,0.0,67.09096311749988,value_norm4,turn_articulation,30,hybrid_threshold,2,1.3454815587499362,1.8698753176203895
maze,0.0,0.97,articulation_only,0.15,bottleneck,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,22.199077937496824,0.0,81,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,2.5110831257148725,1.345481558749936,2.5110831257148725,1.345481558749936,3.496406026967673,1.869875317620389,0.33402766187509486,22.19907793749682,1.0,1,True,-22.199077937496824,-22.199077937496824,0.0,0.0,fb_000_to_001,134.0,65.0,67.0,32.5,134.0,65.0,67.0,32.5,,,0.0,57,"(5, 19)",1.345481558749936,,,0.0,66.91108312571488,value_norm4,bottleneck,13,hybrid_threshold,2,1.3454815587499362,1.8698753176203895
maze,0.0,0.97,articulation_only,0.15,combined,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,22.199077937496824,0.0,81,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,1.839641565071802,1.393981558749936,1.839641565071802,1.393981558749936,2.588068852101314,1.9354869144640896,0.33402766187509486,22.19907793749682,1.0,1,True,-22.199077937496824,-22.199077937496824,0.0,0.0,fb_000_to_001,134.0,65.0,67.0,32.5,134.0,65.0,67.0,32.5,,,0.0,63,"(6, 19)",1.393981558749936,,,0.0,66.2396415650718,value_norm4,combined,13,hybrid_threshold,2,1.3454815587499362,1.8698753176203895
maze,0.05,0.97,articulation_only,0.15,junction,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,23.006540118833655,0.0,81,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,0.7871052855218929,0.6869941942301606,0.7871052855218929,0.6869941942301606,1.1203500175843364,0.9763534517029527,0.3431101040032383,21.896413204569914,0.9827586206896535,0,True,-23.006540118862866,-23.006540118833655,2.921041186709772e-11,2.921041186709772e-11,fb_000_to_001,125.4666666666667,65.0,62.73333333333335,32.5,125.4666666666667,65.0,62.73333333333335,32.5,,,0.0,,,0.0,,,0.0,63.48043861885524,value_norm4,junction,4,hybrid_threshold,2,1.3328148050908424,1.8320829680789457
maze,0.05,0.97,articulation_only,0.15,decision,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,23.006540118833655,0.0,81,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,2.6656279434214607,1.3328148050908424,2.6656279434214607,1.3328148050908424,3.664160671607529,1.8320829680789457,0.3431101040032383,21.896413204569914,0.9999999999999998,2,True,-23.006540118862866,-23.006540118833655,2.921041186709772e-11,2.921041186709772e-11,fb_000_to_001,125.4666666666667,65.0,62.73333333333335,32.5,125.4666666666667,65.0,62.73333333333335,32.5,,,0.0,57,"(5, 19)",1.309842188250752,,,0.0,65.3589612767548,value_norm4,decision,32,hybrid_threshold,2,1.3328148050908424,1.8320829680789457
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,23.006540118833655,0.0,81,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,2.6656279434214607,1.3328148050908424,2.6656279434214607,1.3328148050908424,3.664160671607529,1.8320829680789457,0.3431101040032383,21.896413204569914,0.9999999999999998,2,True,-23.006540118862866,-23.006540118833655,2.921041186709772e-11,2.921041186709772e-11,fb_000_to_001,125.4666666666667,65.0,62.73333333333335,32.5,125.4666666666667,65.0,62.73333333333335,32.5,,,0.0,57,"(5, 19)",1.309842188250752,,,0.0,65.3589612767548,value_norm4,turn_articulation,30,hybrid_threshold,2,1.3328148050908424,1.8320829680789457
