map_family,map_size,map,method_spec,variant,task_type,task_count,n_states,n_boundary,state_compression_ratio,edge_count,reward_kernel_nnz,continuation_kernel_nnz,certified_kernel_error_bound,goal_option_interface_size,goal_conditioned_options,n_goal_policies,construction_time_sec,kernel_time_sec,task_kernel_time_sec,policy_build_time_sec,batched_event_solve_time_sec,smdp_solve_time_sec,full_total_time_sec,graph_total_time_sec,break_even_num_tasks,amortized_speedup_vs_full_vi,planning_only_speedup_vs_full_vi,start_gap_mean,start_gap_max,boundary_gap_max,full_backup_count,smdp_edge_backup_count,epsilon_opt_empirical
open_room,6,open_room_6,endpoints,fixed_B_edge_reward_kernel,additive_dense,5,36,2,18.0,2,70,2,0.0,0,0,0,2.3904023692011833e-05,0.0008541080169379711,9.325973223894835e-06,0.0,0.0,0.0030864319996908307,0.054549228865653276,0.0039737700135447085,1.0,13.727324097700842,17.620637447408058,9.650978843630208,13.248407443131963,14.411170641152165,523728,674,
open_room,6,open_room_6,endpoints,fixed_B_event_hit_kernel,terminal_goal,5,36,2,18.0,2,20,2,0.0,0,0,0,2.3904023692011833e-05,0.0008541080169379711,0.0018019420676864684,0.0,0.0,0.002198603004217148,0.00468505104072392,0.004878557112533599,7.0,0.9603353886515874,1.1711031763215678,16.44691379308923,29.53088839383739,29.53088839383741,20736,500,
open_room,6,open_room_6,endpoints,fixed_B_goal_conditioned_event_options,terminal_goal,5,36,2,18.0,4,47,2,0.0,10,10,5,2.3904023692011833e-05,0.0008541080169379711,0.003661171009298414,0.0011495049693621695,0.0007097239722497761,0.0006085499771870673,0.00468505104072392,0.005147733027115464,6.0,0.9101192730947028,1.0972733477323322,0.06930465270665973,0.13484605645836023,0.1588978296328989,20736,200,0.13484605645836023
open_room,6,open_room_6,endpoints,promote_goals_to_B,terminal_goal,5,36,7,5.142857142857143,42,0,246,0.0,5,5,0,0.005577753996476531,0.01686161896213889,0.0,0.0,0.0,0.010080790030770004,0.00468505104072392,0.026942408992908895,inf,0.17389131914510694,0.4647503842876946,nan,0.13484605645872794,nan,20736,nan,
open_room,6,open_room_6,turn_articulation,fixed_B_edge_reward_kernel,additive_sparse,1,36,4,9.0,12,396,36,0.0,0,0,0,0.00036892195930704474,0.0030839289538562298,1.7750426195561886e-06,0.0,0.0,0.0025280280387960374,0.011013490962795913,0.005982653994578868,1.0,1.840903881918576,4.353497330959503,13.207254436993166,13.207254436993166,14.532245533545966,105552,1356,
open_room,6,open_room_6,turn_articulation,fixed_B_edge_reward_kernel,additive_dense,1,36,4,9.0,12,396,36,0.0,0,0,0,0.00036892195930704474,0.0030839289538562298,1.6620033420622349e-06,0.0,0.0,0.0026212200173176825,0.010844609001651406,0.006075732933823019,1.0,1.7849054788568,4.13461563129081,7.394569935143304,7.394569935143304,7.859341545673597,104688,1428,
open_room,6,open_room_6,turn_articulation,fixed_B_event_hit_kernel,terminal_goal,1,36,4,9.0,12,48,36,0.0,0,0,0,0.00036892195930704474,0.0030839289538562298,0.0013477169559337199,0.0,0.0,0.002535250037908554,0.0010083499946631491,0.0073358179070055485,inf,0.13745570125182585,0.259685440608231,20.169665428874662,20.169665428874662,21.67048724696953,4032,1356,
open_room,6,open_room_6,turn_articulation,fixed_B_goal_conditioned_event_options,terminal_goal,1,36,4,9.0,16,67,36,0.0,4,4,1,0.00036892195930704474,0.0030839289538562298,0.0017030249000526965,0.0002338729682378471,0.0001214349758811295,0.00026018702192232013,0.0010083499946631491,0.005416062835138291,7.0,0.18617767654414638,0.5136225913138995,0.10494944165861764,0.10494944165861764,0.10494944165861764,4032,160,0.10494944165861764
open_room,6,open_room_6,turn_articulation,promote_goals_to_B,terminal_goal,1,36,5,7.2,20,0,79,0.0,1,1,0,0.0010986499837599695,0.009618101990781724,0.0,0.0,0.0,0.0003683270188048482,0.0010083499946631491,0.009986429009586573,17.0,0.10097202850940747,2.737648728391023,nan,0.10494944165984954,nan,4032,nan,
open_room,6,open_room_6,turn_articulation,fixed_B_edge_reward_kernel,additive_sparse,3,36,4,9.0,12,396,36,0.0,0,0,0,0.00036892195930704474,0.0030839289538562298,4.688045009970665e-06,0.0,0.0,0.007992819999344647,0.03351215895963833,0.011450358957517892,1.0,2.926734356885419,4.1903251330011875,13.46581918094243,13.815836206139146,14.532245533545966,322128,4308,
open_room,6,open_room_6,turn_articulation,fixed_B_edge_reward_kernel,additive_dense,3,36,4,9.0,12,396,36,0.0,0,0,0,0.00036892195930704474,0.0030839289538562298,5.1299575716257095e-06,0.0,0.0,0.008349533018190414,0.03299064701423049,0.011807513888925314,1.0,2.7940383830650064,3.9487705380744424,7.174246714687598,7.4460329643491665,7.859341545673597,316368,4512,
open_room,6,open_room_6,turn_articulation,fixed_B_event_hit_kernel,terminal_goal,3,36,4,9.0,12,144,36,0.0,0,0,0,0.00036892195930704474,0.0030839289538562298,0.003944438940379769,0.0,0.0,0.009149738994892687,0.00303582294145599,0.01654702884843573,inf,0.18346634729793082,0.2318452488168989,25.055575864685494,27.920286613842123,28.859072468568325,11808,4932,
open_room,6,open_room_6,turn_articulation,fixed_B_goal_conditioned_event_options,terminal_goal,3,36,4,9.0,16,203,36,0.0,12,12,3,0.00036892195930704474,0.0030839289538562298,0.0050497258780524135,0.0007275939569808543,0.0003776929806917906,0.0008124250452965498,0.00303582294145599,0.009315001836512238,12.0,0.32590685377606704,0.517868437908055,0.05450158582550054,0.10494944165861764,0.10494944165861764,11808,480,0.10494944165861764
open_room,6,open_room_6,turn_articulation,promote_goals_to_B,terminal_goal,3,36,7,5.142857142857143,42,0,249,0.0,3,3,0,0.0031655800412409008,0.01651403697906062,0.0,0.0,0.0,0.003539444995112717,0.00303582294145599,0.020053481974173337,inf,0.15138632509634953,0.8577115750203406,nan,0.10494944165857323,nan,11808,nan,
open_room,6,open_room_6,turn_articulation,fixed_B_edge_reward_kernel,additive_sparse,5,36,4,9.0,12,396,36,0.0,0,0,0,0.00036892195930704474,0.0030839289538562298,7.776077836751938e-06,0.0,0.0,0.014344700903166085,0.0561575919855386,0.017805327894166112,1.0,3.153976850038159,3.9127456577613513,15.660219293909725,19.481912647531296,24.44625860521883,539856,7680,
open_room,6,open_room_6,turn_articulation,fixed_B_edge_reward_kernel,additive_dense,5,36,4,9.0,12,396,36,0.0,0,0,0,0.00036892195930704474,0.0030839289538562298,8.699949830770493e-06,0.0,0.0,0.014336188090965152,0.055138071009423584,0.017797738953959197,1.0,3.0980379671855927,3.8437435588632356,8.00806487535488,9.520907615231213,11.80300961568106,527040,7764,
open_room,6,open_room_6,turn_articulation,fixed_B_event_hit_kernel,terminal_goal,5,36,4,9.0,12,239,36,0.0,0,0,0,0.00036892195930704474,0.0030839289538562298,0.006474280962720513,0.0,0.0,0.009486355993431062,0.0051577098784036934,0.01941348786931485,inf,0.26567662200237707,0.32315188250778426,15.099621802631754,27.920286613842123,28.859072468568325,20304,5100,
open_room,6,open_room_6,turn_articulation,fixed_B_goal_conditioned_event_options,terminal_goal,5,36,4,9.0,16,337,36,0.0,20,20,5,0.00036892195930704474,0.0030839289538562298,0.008312701887916774,0.001219776924699545,0.0006186440004967153,0.0014880680828355253,0.0051577098784036934,0.013253620883915573,17.0,0.38915477691556916,0.526255579285654,0.0661574041913953,0.13970303346949642,0.14530512047569655,20304,832,0.13970303346949642
open_room,6,open_room_6,turn_articulation,promote_goals_to_B,terminal_goal,5,36,9,4.0,72,0,536,0.0,5,5,0,0.005760946893133223,0.025733197981026024,0.0,0.0,0.0,0.014165387081447989,0.0051577098784036934,0.03989858506247401,inf,0.1292704959418397,0.36410652591051335,nan,0.10494944165980513,nan,20304,nan,
