map_family,map_size,map,slip,method_spec,method,n_states,n_boundary,state_compression_ratio,full_iterations,exact_smdp_iterations,approximate_smdp_iterations,planning_iterations,truncation_steps,tail_tol,beta,option_restriction_bias,boundary_abstraction_bias,reward_kernel_residual,continuation_kernel_residual_l1,kernel_actual_gap,kernel_gap_bound,planning_residual,planning_actual_gap,planning_gap_bound,primitive_to_solved_gap,actual_triangle_bound,certified_total_bound,certificate_holds,normalized_primitive_to_solved_gap,normalized_certified_total_bound,start_primitive_value,start_solved_value,start_gap,value_scale,error,config_label
four_rooms,7,four_rooms_7,0.0,turn_articulation,turn_articulation,40,16,2.5,13,7,7,256,256,0.0,0.97,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,True,1.7406296101340607e-16,1.7406296101340607e-16,-10.205254633485398,-10.2052546334854,1.7763568394002505e-15,10.205254633485398,,converged_k256_i256
corridor,32,corridor_32,0.0,graph_rd_surrogate_joint,graph_rd_surrogate_joint,32,2,16.0,32,2,2,256,256,0.0,0.97,0.0,0.0,7.105427357601002e-15,0.0,7.105427357601002e-15,2.368475785866999e-13,0.0,0.0,0.0,7.105427357601002e-15,7.105427357601002e-15,2.368475785866999e-13,True,3.488621061101381e-16,1.1628736870337928e-14,-20.36743811710456,-20.367438117104566,7.105427357601002e-15,20.36743811710456,,converged_k256_i256
four_rooms,7,four_rooms_7,0.0,graph_rd_surrogate_joint,graph_rd_surrogate_joint,40,2,20.0,13,2,2,256,256,0.0,0.97,0.0,0.0,1.7763568394002505e-15,0.0,1.7763568394002505e-15,5.921189464667497e-14,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,5.921189464667497e-14,True,1.7406296101340607e-16,5.802098700446865e-15,-10.205254633485398,-10.2052546334854,1.7763568394002505e-15,10.205254633485398,,converged_k256_i256
corridor,32,corridor_32,0.05,endpoints,endpoints,32,2,16.0,57,11,11,256,256,0.0,0.97,1.7763568394002505e-14,1.929478798956552e-11,1.0658141036401503e-14,1.0547118733938987e-15,1.0658141036401503e-14,1.1001183889210727e-12,0.0,1.602273869139026e-12,0.0,2.0904167286062147e-11,2.092548356813495e-11,2.0412669946880594e-11,True,9.866846398081979e-13,9.634857786222572e-13,-21.186270103612557,-21.18627010363346,2.0904167286062147e-11,21.186270103612557,,converged_k256_i256
four_rooms,7,four_rooms_7,0.05,endpoints,endpoints,40,2,20.0,35,10,10,256,256,0.0,0.97,0.024212229488799863,0.000197274882335563,5.329070518200751e-15,6.661338147750939e-16,5.329070518200751e-15,4.1818822049419276e-13,0.0,7.034373084024992e-13,0.0,0.024409504371833535,0.024409504371844193,0.024409504371553616,True,0.0022582336715970537,0.0022582336715711573,-10.809113635512661,-10.833523139884495,0.024409504371833535,10.809113635512661,,converged_k256_i256
corridor,32,corridor_32,0.05,turn_articulation,turn_articulation,32,2,16.0,57,11,11,256,256,0.0,0.97,1.7763568394002505e-14,1.929478798956552e-11,1.0658141036401503e-14,1.0547118733938987e-15,1.0658141036401503e-14,1.1001183889210727e-12,0.0,1.602273869139026e-12,0.0,2.0904167286062147e-11,2.092548356813495e-11,2.0412669946880594e-11,True,9.866846398081979e-13,9.634857786222572e-13,-21.186270103612557,-21.18627010363346,2.0904167286062147e-11,21.186270103612557,,converged_k256_i256
four_rooms,7,four_rooms_7,0.05,turn_articulation,turn_articulation,40,16,2.5,35,17,17,256,256,0.0,0.97,0.000475461160198698,0.05393893994279786,6.217248937900877e-15,9.299253790422216e-16,3.552713678800501e-15,5.430539016706588e-13,0.0,9.379164112033322e-13,0.0,0.054385121827552396,0.054414401103938026,0.05441440110353961,True,0.005031413644211631,0.005034122402484929,-10.809113635512661,-10.833523139884502,0.02440950437184064,10.809113635512661,,converged_k256_i256
corridor,32,corridor_32,0.05,graph_rd_surrogate_joint,graph_rd_surrogate_joint,32,2,16.0,57,11,11,256,256,0.0,0.97,1.7763568394002505e-14,1.929478798956552e-11,1.0658141036401503e-14,1.0547118733938987e-15,1.0658141036401503e-14,1.1001183889210727e-12,0.0,1.602273869139026e-12,0.0,2.0904167286062147e-11,2.092548356813495e-11,2.0412669946880594e-11,True,9.866846398081979e-13,9.634857786222572e-13,-21.186270103612557,-21.18627010363346,2.0904167286062147e-11,21.186270103612557,,converged_k256_i256
four_rooms,7,four_rooms_7,0.05,graph_rd_surrogate_joint,graph_rd_surrogate_joint,40,6,6.666666666666667,35,16,16,256,256,0.0,0.97,0.0004913308229363977,0.025014054472062952,3.552713678800501e-15,5.620571961414683e-16,5.329070518200751e-15,3.2139244397119534e-13,0.0,3.256062086620659e-12,0.0,0.025432055161099143,0.02550538529826074,0.025505385295320742,True,0.0023528344708620445,0.002359618573305068,-10.809113635512661,-10.833523139884498,0.024409504371837087,10.809113635512661,,converged_k256_i256
corridor,32,corridor_32,0.1,endpoints,endpoints,32,2,16.0,68,14,14,256,256,0.0,0.97,0.0,6.585665346392489e-11,1.4210854715202004e-14,3.608224830031759e-16,1.7763568394002505e-14,7.390440797669476e-13,0.0,7.16227077646181e-12,0.0,7.30366878087807e-11,7.30366878087807e-11,6.659569754369183e-11,True,3.310518943383553e-12,3.018569500898536e-12,-22.06200570298889,-22.062005703061928,7.30366878087807e-11,22.06200570298889,,converged_k256_i256
four_rooms,7,four_rooms_7,0.1,endpoints,endpoints,40,2,20.0,45,12,12,256,256,0.0,0.97,0.050577184819584176,0.0008546880598370166,0.0,3.3306690738754696e-16,0.0,1.2808708807565672e-13,0.0,7.153388992264809e-12,0.0,0.05143187288657458,0.05143187288657458,0.05143187287954928,True,0.004477933266605718,0.004477933265994058,-11.48562736969058,-11.537059242577154,0.05143187288657458,11.48562736969058,,converged_k256_i256
corridor,32,corridor_32,0.1,turn_articulation,turn_articulation,32,2,16.0,68,14,14,256,256,0.0,0.97,0.0,6.585665346392489e-11,1.4210854715202004e-14,3.608224830031759e-16,1.7763568394002505e-14,7.390440797669476e-13,0.0,7.16227077646181e-12,0.0,7.30366878087807e-11,7.30366878087807e-11,6.659569754369183e-11,True,3.310518943383553e-12,3.018569500898536e-12,-22.06200570298889,-22.062005703061928,7.30366878087807e-11,22.06200570298889,,converged_k256_i256
four_rooms,7,four_rooms_7,0.1,turn_articulation,turn_articulation,40,16,2.5,45,20,20,256,256,0.0,0.97,0.001118584567544545,0.1140430488006583,4.440892098500626e-15,7.153983509437483e-16,3.552713678800501e-15,4.231495085122219e-13,0.0,1.9547030660760356e-11,0.0,0.11508961296317821,0.11516163338775343,0.11516163336862599,True,0.010020315761495813,0.01002658624225665,-11.48562736969058,-11.537059242577154,0.05143187288657458,11.48562736969058,,converged_k256_i256
corridor,32,corridor_32,0.1,graph_rd_surrogate_joint,graph_rd_surrogate_joint,32,2,16.0,68,14,14,256,256,0.0,0.97,0.0,6.585665346392489e-11,1.4210854715202004e-14,3.608224830031759e-16,1.7763568394002505e-14,7.390440797669476e-13,0.0,7.16227077646181e-12,0.0,7.30366878087807e-11,7.30366878087807e-11,6.659569754369183e-11,True,3.310518943383553e-12,3.018569500898536e-12,-22.06200570298889,-22.062005703061928,7.30366878087807e-11,22.06200570298889,,converged_k256_i256
four_rooms,7,four_rooms_7,0.1,graph_rd_surrogate_joint,graph_rd_surrogate_joint,40,6,6.666666666666667,45,20,20,256,256,0.0,0.97,0.04913367734678609,0.04953969083749854,7.105427357601002e-15,7.494005416219807e-16,3.552713678800501e-15,5.250435267570226e-13,0.0,3.3448799285906716e-12,0.0,0.053444808142931066,0.09867336818763306,0.09867336818480966,True,0.004653190149975313,0.008591029902746001,-11.48562736969058,-11.537059242577154,0.05143187288657458,11.48562736969058,,converged_k256_i256
corridor,64,corridor_64,0.0,endpoints,endpoints,64,2,32.0,64,2,2,256,256,0.0,0.97,0.0,0.0,1.7763568394002505e-14,0.0,1.7763568394002505e-14,5.921189464667496e-13,0.0,0.0,0.0,1.7763568394002505e-14,1.7763568394002505e-14,5.921189464667496e-13,True,6.245716220462007e-16,2.081905406820667e-14,-28.44120316546899,-28.44120316546901,1.7763568394002505e-14,28.44120316546899,,converged_k256_i256
four_rooms,9,four_rooms_9,0.0,endpoints,endpoints,68,2,34.0,17,2,2,256,256,0.0,0.97,0.0,0.0,1.7763568394002505e-15,0.0,1.7763568394002505e-15,5.921189464667497e-14,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,5.921189464667497e-14,True,1.3814960442367423e-16,4.604986814122471e-15,-12.858211551243807,-12.858211551243809,1.7763568394002505e-15,12.858211551243807,,converged_k256_i256
corridor,64,corridor_64,0.0,turn_articulation,turn_articulation,64,2,32.0,64,2,2,256,256,0.0,0.97,0.0,0.0,1.7763568394002505e-14,0.0,1.7763568394002505e-14,5.921189464667496e-13,0.0,0.0,0.0,1.7763568394002505e-14,1.7763568394002505e-14,5.921189464667496e-13,True,6.245716220462007e-16,2.081905406820667e-14,-28.44120316546899,-28.44120316546901,1.7763568394002505e-14,28.44120316546899,,converged_k256_i256
four_rooms,9,four_rooms_9,0.0,turn_articulation,turn_articulation,68,16,4.25,17,7,7,256,256,0.0,0.97,0.0,1.7763568394002505e-15,8.881784197001252e-16,0.0,0.0,2.9605947323337485e-14,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,3.1382304162737735e-14,True,1.3814960442367423e-16,2.4406430114849096e-15,-12.858211551243807,-12.858211551243807,0.0,12.858211551243807,,converged_k256_i256
corridor,64,corridor_64,0.0,graph_rd_surrogate_joint,graph_rd_surrogate_joint,64,2,32.0,64,2,2,256,256,0.0,0.97,0.0,0.0,1.7763568394002505e-14,0.0,1.7763568394002505e-14,5.921189464667496e-13,0.0,0.0,0.0,1.7763568394002505e-14,1.7763568394002505e-14,5.921189464667496e-13,True,6.245716220462007e-16,2.081905406820667e-14,-28.44120316546899,-28.44120316546901,1.7763568394002505e-14,28.44120316546899,,converged_k256_i256
four_rooms,9,four_rooms_9,0.0,graph_rd_surrogate_joint,graph_rd_surrogate_joint,68,2,34.0,17,2,2,256,256,0.0,0.97,0.0,0.0,1.7763568394002505e-15,0.0,1.7763568394002505e-15,5.921189464667497e-14,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,5.921189464667497e-14,True,1.3814960442367423e-16,4.604986814122471e-15,-12.858211551243807,-12.858211551243809,1.7763568394002505e-15,12.858211551243807,,converged_k256_i256
corridor,64,corridor_64,0.05,endpoints,endpoints,64,2,32.0,95,11,11,256,256,0.0,0.97,2.842170943040401e-14,3.1533886613033246e-11,3.197442310920451e-14,6.106226635438361e-16,3.552713678800501e-14,1.657122140600954e-12,0.0,2.19912976717751e-12,0.0,3.3725910952853155e-11,3.3796965226429165e-11,3.32194304630646e-11,True,1.1609180714191688e-12,1.1434839284470568e-12,-29.051068962708783,-29.05106896274251,3.3725910952853155e-11,29.051068962708783,,converged_k256_i256
four_rooms,9,four_rooms_9,0.05,endpoints,endpoints,68,2,34.0,41,10,10,256,256,0.0,0.97,0.04323329045202229,0.00035460921815477775,1.4210854715202004e-14,8.951173136040325e-16,1.5987211554602254e-14,8.790038441409905e-13,0.0,8.828493491819245e-13,0.0,0.04358789967104393,0.0435878996710759,0.04358789967105607,True,0.0032191004250236516,0.0032191004250245485,-13.540397600588578,-13.583985500259622,0.04358789967104393,13.540397600588578,,converged_k256_i256
corridor,64,corridor_64,0.05,turn_articulation,turn_articulation,64,2,32.0,95,11,11,256,256,0.0,0.97,2.842170943040401e-14,3.1533886613033246e-11,3.197442310920451e-14,6.106226635438361e-16,3.552713678800501e-14,1.657122140600954e-12,0.0,2.19912976717751e-12,0.0,3.3725910952853155e-11,3.3796965226429165e-11,3.32194304630646e-11,True,1.1609180714191688e-12,1.1434839284470568e-12,-29.051068962708783,-29.05106896274251,3.3725910952853155e-11,29.051068962708783,,converged_k256_i256
four_rooms,9,four_rooms_9,0.05,turn_articulation,turn_articulation,68,16,4.25,41,16,16,256,256,0.0,0.97,0.014407652713009256,0.07406255079447277,5.329070518200751e-15,9.716902306503383e-16,8.881784197001252e-15,6.176165507366105e-13,0.0,5.613287612504791e-13,0.0,0.08695915168368451,0.08847020350805224,0.08847020350809964,True,0.0064222007542750845,0.006533796578045388,-13.540397600588578,-13.583985500259624,0.043587899671045705,13.540397600588578,,converged_k256_i256
corridor,64,corridor_64,0.05,graph_rd_surrogate_joint,graph_rd_surrogate_joint,64,2,32.0,95,11,11,256,256,0.0,0.97,2.842170943040401e-14,3.1533886613033246e-11,3.197442310920451e-14,6.106226635438361e-16,3.552713678800501e-14,1.657122140600954e-12,0.0,2.19912976717751e-12,0.0,3.3725910952853155e-11,3.3796965226429165e-11,3.32194304630646e-11,True,1.1609180714191688e-12,1.1434839284470568e-12,-29.051068962708783,-29.05106896274251,3.3725910952853155e-11,29.051068962708783,,converged_k256_i256
four_rooms,9,four_rooms_9,0.05,graph_rd_surrogate_joint,graph_rd_surrogate_joint,68,2,34.0,41,10,10,256,256,0.0,0.97,0.04323329045202229,0.00035460921815477775,1.4210854715202004e-14,8.951173136040325e-16,1.5987211554602254e-14,8.790038441409905e-13,0.0,8.828493491819245e-13,0.0,0.04358789967104393,0.0435878996710759,0.04358789967105607,True,0.0032191004250236516,0.0032191004250245485,-13.540397600588578,-13.583985500259622,0.04358789967104393,13.540397600588578,,converged_k256_i256
corridor,64,corridor_64,0.1,endpoints,endpoints,64,2,32.0,111,14,14,256,256,0.0,0.97,0.0,5.5845106317065074e-11,2.842170943040401e-14,6.938893903907228e-17,3.197442310920451e-14,1.015987976469374e-12,0.0,9.627854069549358e-12,0.0,6.550493480972364e-11,6.550493480972364e-11,5.6861094293534446e-11,True,2.208684566225705e-12,1.917232980227187e-12,-29.657894935020657,-29.657894935086162,6.550493480972364e-11,29.657894935020657,,converged_k256_i256
four_rooms,9,four_rooms_9,0.1,endpoints,endpoints,68,2,34.0,52,12,12,256,256,0.0,0.97,0.09107846271449205,0.0015890525894413088,5.329070518200751e-15,3.3306690738754696e-16,5.329070518200751e-15,3.374272573364657e-13,0.0,8.823164421301044e-12,0.0,0.09266751531275119,0.09266751531276185,0.09266751530427078,True,0.006480210528042917,0.006480210527449884,-14.300077892799207,-14.392745408111958,0.09266751531275119,14.300077892799207,,converged_k256_i256
corridor,64,corridor_64,0.1,turn_articulation,turn_articulation,64,2,32.0,111,14,14,256,256,0.0,0.97,0.0,5.5845106317065074e-11,2.842170943040401e-14,6.938893903907228e-17,3.197442310920451e-14,1.015987976469374e-12,0.0,9.627854069549358e-12,0.0,6.550493480972364e-11,6.550493480972364e-11,5.6861094293534446e-11,True,2.208684566225705e-12,1.917232980227187e-12,-29.657894935020657,-29.657894935086162,6.550493480972364e-11,29.657894935020657,,converged_k256_i256
four_rooms,9,four_rooms_9,0.1,turn_articulation,turn_articulation,68,16,4.25,52,19,19,256,256,0.0,0.97,0.03354517780304711,0.15637104105985777,7.105427357601002e-15,8.025686278743608e-16,3.552713678800501e-15,6.218864430376619e-13,0.0,5.680789172402001e-12,0.0,0.183703908243519,0.18991621886858923,0.18991621886352678,True,0.01284635717516077,0.013280782124911288,-14.300077892799207,-14.39274540811197,0.09266751531276363,14.300077892799207,,converged_k256_i256
corridor,64,corridor_64,0.1,graph_rd_surrogate_joint,graph_rd_surrogate_joint,64,2,32.0,111,14,14,256,256,0.0,0.97,0.0,5.5845106317065074e-11,2.842170943040401e-14,6.938893903907228e-17,3.197442310920451e-14,1.015987976469374e-12,0.0,9.627854069549358e-12,0.0,6.550493480972364e-11,6.550493480972364e-11,5.6861094293534446e-11,True,2.208684566225705e-12,1.917232980227187e-12,-29.657894935020657,-29.657894935086162,6.550493480972364e-11,29.657894935020657,,converged_k256_i256
four_rooms,9,four_rooms_9,0.1,graph_rd_surrogate_joint,graph_rd_surrogate_joint,68,2,34.0,52,12,12,256,256,0.0,0.97,0.09107846271449205,0.0015890525894413088,5.329070518200751e-15,3.3306690738754696e-16,5.329070518200751e-15,3.374272573364657e-13,0.0,8.823164421301044e-12,0.0,0.09266751531275119,0.09266751531276185,0.09266751530427078,True,0.006480210528042917,0.006480210527449884,-14.300077892799207,-14.392745408111958,0.09266751531275119,14.300077892799207,,converged_k256_i256
open_room,7,open_room_7,0.0,endpoints,endpoints,49,2,24.5,13,2,2,256,256,0.0,0.97,0.0,0.0,1.7763568394002505e-15,0.0,1.7763568394002505e-15,5.921189464667497e-14,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,5.921189464667497e-14,True,1.7406296101340607e-16,5.802098700446865e-15,-10.205254633485398,-10.2052546334854,1.7763568394002505e-15,10.205254633485398,,converged_k256_i256
maze,9,maze_9,0.0,endpoints,endpoints,31,2,15.5,13,2,2,256,256,0.0,0.97,0.0,0.0,1.7763568394002505e-15,0.0,1.7763568394002505e-15,5.921189464667497e-14,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,5.921189464667497e-14,True,1.7406296101340607e-16,5.802098700446865e-15,-10.205254633485398,-10.2052546334854,1.7763568394002505e-15,10.205254633485398,,converged_k256_i256
open_room,7,open_room_7,0.0,turn_articulation,turn_articulation,49,4,12.25,13,3,3,256,256,0.0,0.97,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,5.921189464667497e-14,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,6.098825148607522e-14,True,1.7406296101340607e-16,5.976161661460271e-15,-10.205254633485398,-10.2052546334854,1.7763568394002505e-15,10.205254633485398,,converged_k256_i256
maze,9,maze_9,0.0,turn_articulation,turn_articulation,31,8,3.875,13,13,13,256,256,0.0,0.97,0.0,1.7763568394002505e-15,0.012882085757325967,0.0,0.0,0.42940285857753185,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.42940285857753363,True,1.7406296101340607e-16,0.04207664325871698,-10.205254633485398,-10.2052546334854,1.7763568394002505e-15,10.205254633485398,,converged_k256_i256
open_room,7,open_room_7,0.0,graph_rd_surrogate_joint,graph_rd_surrogate_joint,49,2,24.5,13,2,2,256,256,0.0,0.97,0.0,0.0,1.7763568394002505e-15,0.0,1.7763568394002505e-15,5.921189464667497e-14,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,5.921189464667497e-14,True,1.7406296101340607e-16,5.802098700446865e-15,-10.205254633485398,-10.2052546334854,1.7763568394002505e-15,10.205254633485398,,converged_k256_i256
maze,9,maze_9,0.0,graph_rd_surrogate_joint,graph_rd_surrogate_joint,31,5,6.2,13,7,7,256,256,0.0,0.97,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,True,1.7406296101340607e-16,1.7406296101340607e-16,-10.205254633485398,-10.2052546334854,1.7763568394002505e-15,10.205254633485398,,converged_k256_i256
open_room,7,open_room_7,0.05,endpoints,endpoints,49,2,24.5,35,10,10,256,256,0.0,0.97,0.04973231542109424,2.1886492618250486e-11,1.7763568394002505e-15,9.992007221626409e-16,1.7763568394002505e-15,4.1770140830767027e-13,0.0,6.981082378842984e-13,0.0,0.049732315443677066,0.04973231544368062,0.049732315443398435,True,0.004641998946546555,0.004641998946520547,-10.71355595215629,-10.763288267599966,0.049732315443677066,10.71355595215629,,converged_k256_i256
maze,9,maze_9,0.05,endpoints,endpoints,31,2,15.5,33,11,11,256,256,0.0,0.97,3.552713678800501e-15,1.9046098032049485e-11,5.329070518200751e-15,5.551115123125783e-16,5.329070518200751e-15,3.772315927236406e-13,0.0,8.171241461241152e-13,0.0,1.98614458213342e-11,1.9872103962370602e-11,1.9426882338451928e-11,True,1.841273082500453e-12,1.8009864865060522e-12,-10.786800725051773,-10.786800725071634,1.98614458213342e-11,10.786800725051773,,converged_k256_i256
open_room,7,open_room_7,0.05,turn_articulation,turn_articulation,49,4,12.25,35,12,12,256,256,0.0,0.97,0.00382846108703383,0.04590385435547972,3.552713678800501e-15,8.881784213706423e-16,8.881784197001252e-16,4.370811353691183e-13,0.0,1.1617373729677638e-12,0.0,0.04973231544367529,0.04973231544367618,0.049732315442950634,True,0.004641998946546389,0.00464199894647875,-10.71355595215629,-10.763288267599965,0.04973231544367529,10.71355595215629,,converged_k256_i256
maze,9,maze_9,0.05,turn_articulation,turn_articulation,31,8,3.875,33,20,20,256,256,0.0,0.97,3.552713678800501e-15,1.8765433651424246e-11,0.012059930898814741,1.6121297792298067e-07,3.552713678800501e-15,0.402055662369396,0.0,1.0960121699099545e-12,0.0,1.98614458213342e-11,1.98685512486918e-11,0.402055662388165,True,1.841273082500453e-12,0.03727292944741364,-10.786800725051773,-10.786800725071634,1.98614458213342e-11,10.786800725051773,,converged_k256_i256
open_room,7,open_room_7,0.05,graph_rd_surrogate_joint,graph_rd_surrogate_joint,49,2,24.5,35,10,10,256,256,0.0,0.97,0.04973231542109424,2.1886492618250486e-11,1.7763568394002505e-15,9.992007221626409e-16,1.7763568394002505e-15,4.1770140830767027e-13,0.0,6.981082378842984e-13,0.0,0.049732315443677066,0.04973231544368062,0.049732315443398435,True,0.004641998946546555,0.004641998946520547,-10.71355595215629,-10.763288267599966,0.049732315443677066,10.71355595215629,,converged_k256_i256
maze,9,maze_9,0.05,graph_rd_surrogate_joint,graph_rd_surrogate_joint,31,5,6.2,33,17,17,256,256,0.0,0.97,3.552713678800501e-15,1.8838264281839656e-11,8.881784197001252e-16,1.2490014320988931e-16,3.552713678800501e-15,7.451504583459935e-14,0.0,1.0231815394945443e-12,0.0,1.98614458213342e-11,1.98685512486918e-11,1.8916332041353056e-11,True,1.841273082500453e-12,1.7536554650000048e-12,-10.786800725051773,-10.786800725071634,1.98614458213342e-11,10.786800725051773,,converged_k256_i256
open_room,7,open_room_7,0.1,endpoints,endpoints,49,2,24.5,44,12,12,256,256,0.0,0.97,0.10689515935551341,4.545519516341301e-11,0.0,2.220446049250313e-16,0.0,8.431464949961714e-14,0.0,6.979306022003584e-12,0.0,0.10689515940794792,0.10689515940794792,0.10689515940105293,True,0.009472584758283727,0.009472584757672724,-11.284687562649534,-11.391582722057482,0.10689515940794792,11.284687562649534,,converged_k256_i256
maze,9,maze_9,0.1,endpoints,endpoints,31,2,15.5,42,14,14,256,256,0.0,0.97,0.0,2.5870861009025248e-11,3.552713678800501e-15,4.718447854656915e-16,3.552713678800501e-15,2.982996188545192e-13,0.0,3.7125857943465235e-12,0.0,2.958699951705057e-11,2.958699951705057e-11,2.6169160627879766e-11,True,2.5870571333914485e-12,2.2882047785280758e-12,-11.436546620933768,-11.436546620963355,2.958699951705057e-11,11.436546620933768,,converged_k256_i256
open_room,7,open_room_7,0.1,turn_articulation,turn_articulation,49,4,12.25,44,15,15,256,256,0.0,0.97,0.01627865195821876,0.09061650744518168,2.6645352591003757e-15,4.3021142286942877e-16,8.881784197001252e-16,2.521774756896521e-13,0.0,4.547473508864641e-12,0.0,0.10689515940794792,0.1068951594079488,0.10689515940365261,True,0.009472584758283727,0.009472584757903095,-11.284687562649534,-11.391582722057482,0.10689515940794792,11.284687562649534,,converged_k256_i256
maze,9,maze_9,0.1,turn_articulation,turn_articulation,31,8,3.875,42,23,23,256,256,0.0,0.97,1.7763568394002505e-15,2.282618538629322e-11,0.011180200010645791,1.9598173394970268e-07,7.105427357601002e-15,0.3727480454960984,0.0,6.753708703399752e-12,0.0,2.958699951705057e-11,2.958877587388997e-11,0.3727480455189264,True,2.5870571333914485e-12,0.032592709833984164,-11.436546620933768,-11.436546620963355,2.958699951705057e-11,11.436546620933768,,converged_k256_i256
open_room,7,open_room_7,0.1,graph_rd_surrogate_joint,graph_rd_surrogate_joint,49,2,24.5,44,12,12,256,256,0.0,0.97,0.10689515935551341,4.545519516341301e-11,0.0,2.220446049250313e-16,0.0,8.431464949961714e-14,0.0,6.979306022003584e-12,0.0,0.10689515940794792,0.10689515940794792,0.10689515940105293,True,0.009472584758283727,0.009472584757672724,-11.284687562649534,-11.391582722057482,0.10689515940794792,11.284687562649534,,converged_k256_i256
maze,9,maze_9,0.1,graph_rd_surrogate_joint,graph_rd_surrogate_joint,31,7,4.428571428571429,42,20,20,256,256,0.0,0.97,1.7763568394002505e-15,1.3709922086491133e-11,1.3322676295501878e-15,3.608224830031759e-16,3.552713678800501e-15,1.8196102594340113e-13,0.0,1.5873524716880638e-11,0.0,2.958699951705057e-11,2.958877587388997e-11,1.3893659469273934e-11,True,2.5870571333914485e-12,1.2148474473791414e-12,-11.436546620933768,-11.436546620963355,2.958699951705057e-11,11.436546620933768,,converged_k256_i256
